Title,Original Url,Address,Content,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",Size,Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,% of Total,Outlinks,Unique Outlinks,External Outlinks,Unique External Outlinks,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,URL Encoded Address
Exclusive: AOC blames Bernie's lackluster performance on voter suppression,https://www.youtube.com/watch?v=AoESX5CpAtM,https://www.youtube.com/watch?v=AoESX5CpAtM,text/html; charset=utf-8,200,OK,Indexable,,Exclusive: AOC blames Bernie's lackluster performance on voter suppression - YouTube,84,772,New York Congresswoman Alexandria Ocasio-Cortez joins Bret Baier on 'Special Report' to discuss the U.S. response to the coronavirus crisis and her support f...,160,1018,"AOC, Alexandria Ocasio, Alexandria Ocasio Cortez, Rep Alexandria Ocasio Cortez, Ocasio Cortez, Bernie Sanders, AOC bernie sanders, AOC Bernie sanders campaig...",160,This video is unavailable.,26,Exclusive: AOC blames Bernie's lackluster performance on voter suppression,74,Transcript,10,,0,,,,https://www.youtube.com/watch?v=AoESX5CpAtM,,,,,323561,843,1.7983153,0,,4,2,0.4,73,51,8,5,3cb2665fa66d581aa3f27902e2cd322c,0.096,,,,https://www.youtube.com/watch?v=AoESX5CpAtM
US launches airstrikes in response to attack that killed 2 Americans,https://www.youtube.com/watch?v=dVyy8XSqNMo,https://www.youtube.com/watch?v=dVyy8XSqNMo,text/html; charset=utf-8,200,OK,Indexable,,US launches airstrikes in response to attack that killed 2 Americans - YouTube,78,686,Head of U.S. forces in the Middle East says an Iranian-backed militia likely launched the attack that wounded an additional dozen coalition troops; national ...,160,981,"Iraq, Iraq Airstrike, Airstrike, US Launches airstrike, breaking news, US Iraq, troops, US troops, fnc, fox news, fox news channel, fox news media, fox news ...",160,This video is unavailable.,26,US launches airstrikes in response to attack that killed 2 Americans,68,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=dVyy8XSqNMo,,,,,329744,907,1.857682,0,,6,3,0.6,73,51,8,5,9173311666a4b4fc2f987b4b56ce1214,0.091,,,,https://www.youtube.com/watch?v=dVyy8XSqNMo
"The Five' criticizes Biden, Sanders for politicizing coronavirus",https://www.youtube.com/watch?v=hUue-WKPZag,https://www.youtube.com/watch?v=hUue-WKPZag,text/html; charset=utf-8,200,OK,Indexable,,"'The Five' criticizes Biden, Sanders for politicizing coronavirus - YouTube",75,632,Democratic presidential candidates roll out proposals to combat coronavirus pandemic; reaction on 'The Five.' #FoxNews #TheFive FOX News operates the FOX New...,160,1051,"Fox News The FIve, The FIve, Greg Gutfeld, The Five Greg Gutfeld, Greg Gutfeld reacts, juan williams, jesse watters, shannon bream, cornavirus, coronavirus p...",160,This video is unavailable.,26,"'The Five' criticizes Biden, Sanders for politicizing coronavirus",65,Transcript,10,,0,,,,https://www.youtube.com/watch?v=hUue-WKPZag,,,,,323491,817,1.7475933,0,,0,0,0,75,52,8,5,3af450ed88d63f552e3e69e1dd730175,0.12,,,,https://www.youtube.com/watch?v=hUue-WKPZag
Dr. Fauci takes questions from the press around coronavirus procedures,https://www.youtube.com/watch?v=byWnECUo1uw,https://www.youtube.com/watch?v=byWnECUo1uw,text/html; charset=utf-8,200,OK,Indexable,,Dr. Fauci takes questions from the press around coronavirus procedures - YouTube,80,732,"Coronavirus Task Force member Dr. Anthony Fauci takes questions from the press. FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX...",160,1089,"Dr. Fauci, ANthony Fauci live, Dr. Fauci Live, Dr Fauci Press conference, dr fauci coronavirus live, coronavirus, coronavirus vaccine, fnc, fox news, fox new...",160,This video is unavailable.,26,Dr. Fauci takes questions from the press around coronavirus procedures,70,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=byWnECUo1uw,,,,,315692,876,1.8792372,0,,0,0,0,71,50,8,5,c04ef66515d86875fd80228ca9b9a236,0.102,,,,https://www.youtube.com/watch?v=byWnECUo1uw
Gabbard: Partisanship is getting in the way of protecting Americans,https://www.youtube.com/watch?v=ZEZqduRu6jc,https://www.youtube.com/watch?v=ZEZqduRu6jc,text/html; charset=utf-8,200,OK,Indexable,,Gabbard: Partisanship is getting in the way of protecting Americans - YouTube,77,689,Democratic presidential candidate Tulsi Gabbard weighs in on federal and local responses to the coronavirus pandemic. #FoxNews FOX News operates the FOX News...,160,1058,"Tulsi Gabbard, Gabbard, Coronavirus, partisanship, fnc, fox news, fox news channel, fox news media, fox news network, 2020 democrats, 2020 presidential elect...",160,This video is unavailable.,26,Gabbard: Partisanship is getting in the way of protecting Americans,67,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=ZEZqduRu6jc,,,,,325242,842,1.7711089,0,,2,1,0.2,73,51,8,5,7a9bceebcdb98bd54a3efdcae3971c33,0.09,,,,https://www.youtube.com/watch?v=ZEZqduRu6jc
Sanders: Trump must declare coronavirus a national emergency,https://www.youtube.com/watch?v=h3aInzPjejQ,https://www.youtube.com/watch?v=h3aInzPjejQ,text/html; charset=utf-8,200,OK,Indexable,,Sanders: Trump must declare coronavirus a national emergency - YouTube,70,657,"Democratic presidential candidate Bernie Sanders says amid coronavirus emergency, the U.S. government must ensure that every American can receive the health ...",160,1044,"Bernie Sanders, Sanders, Bernie, Bernie Sander Trump, Donald Trump, coronavirus, covid-19, bernie sanders coronavirus, bernie sanders covid-19, bernie sander...",160,This video is unavailable.,26,Sanders: Trump must declare coronavirus a national emergency,60,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=h3aInzPjejQ,,,,,317447,876,1.8919812,0,,0,0,0,73,51,8,5,4d5f1362a24f9f98988d80f3411d75b0,0.098,,,,https://www.youtube.com/watch?v=h3aInzPjejQ
"New report shows how long coronavirus can remain in air, on surfaces",https://www.youtube.com/watch?v=TatxRmKgFUQ,https://www.youtube.com/watch?v=TatxRmKgFUQ,text/html; charset=utf-8,200,OK,Indexable,,"New report shows how long coronavirus can remain in air, on surfaces - YouTube",78,712,"Dr. William Schaffner, professor of medicine in the division of infectious diseases at Vanderbilt University Medical Center, joins ¡®The Daily Briefing.¡¯ #Fox...",160,964,"health, the daily briefing, coronavirus outbreak, coronavirus china, coronavirus symptoms, wuhan coronavirus, corona virus, coronavirus precautions, fox news...",160,This video is unavailable.,26,"New report shows how long coronavirus can remain in air, on surfaces",68,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=TatxRmKgFUQ,,,,,323912,893,1.8514286,0,,2,1,0.2,73,51,8,5,1c5ba2b9be3c7ce963198a3c45500843,0.1,,,,https://www.youtube.com/watch?v=TatxRmKgFUQ
"Biden: Banning travel may slow coronavirus, but it won't stop it",https://www.youtube.com/watch?v=TotJRMYKRN4,https://www.youtube.com/watch?v=TotJRMYKRN4,text/html; charset=utf-8,200,OK,Indexable,,"Biden: Banning travel may slow coronavirus, but it won't stop it - YouTube",74,644,"Former Vice President Joe Biden hits the Trump Administration on coronavirus response. #FoxNews FOX News operates the FOX News Channel (FNC), FOX Business Ne...",160,1079,"biden, joe biden, biden remarks, joe biden remarks, fox news, fox news channel, fox, news, coronavirus, travel, travel ban, trump travel ban, trump europe, t...",160,This video is unavailable.,26,"Biden: Banning travel may slow coronavirus, but it won't stop it",64,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=TotJRMYKRN4,,,,,314037,840,1.8313793,0,,0,0,0,73,51,8,5,99cc46c06c2dcfe09a19afc5f53b328c,0.119,,,,https://www.youtube.com/watch?v=TotJRMYKRN4
Trump: Coronavirus is a world problem and we need separation,https://www.youtube.com/watch?v=O8qC6YLsg7g,https://www.youtube.com/watch?v=O8qC6YLsg7g,text/html; charset=utf-8,200,OK,Indexable,,Trump: Coronavirus is a world problem and we need separation - YouTube,70,655,"President Trump speaks to reporters in the Oval Office amid growing concerns on coronavirus. #FoxNews FOX News operates the FOX News Channel (FNC), FOX Busin...",160,1072,"donald trump, coronavirus outbreak, Trump, President Trump, Donald Trump, President, White House, White House news, Trump news, trump remarks, trump today, t...",160,This video is unavailable.,26,Trump: Coronavirus is a world problem and we need separation,60,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=O8qC6YLsg7g,,,,,325403,857,1.796939,0,,0,0,0,73,51,8,5,9d3caedab962e254492d5fe33cb3185b,0.093,,,,https://www.youtube.com/watch?v=O8qC6YLsg7g
"Rep. Collins on self-quarantine, House coronavirus bill",https://www.youtube.com/watch?v=P1d7K2Hw_gU,https://www.youtube.com/watch?v=P1d7K2Hw_gU,text/html; charset=utf-8,200,OK,Indexable,,"Rep. Collins on self-quarantine, House coronavirus bill - YouTube",65,567,"House Judiciary Committee ranking member Doug Collins, made the decision to self-quarantine after he reportedly came in contact with an infected person with ...",160,1016,"america's newsroom, Doug collins, doug collins self quarantine, quarantine, self quarantine, fox, news, fox news, fox news channel, House coronavirus bill, d...",160,This video is unavailable.,26,"Rep. Collins on self-quarantine, House coronavirus bill",55,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=P1d7K2Hw_gU,,,,,326329,886,1.8441737,0,,0,0,0,73,51,8,5,2e80eefc07ad662f52b56f132aa2d0b9,0.097,,,,https://www.youtube.com/watch?v=P1d7K2Hw_gU
Nancy Pelosi speaks on coronavirus bill,https://www.youtube.com/watch?v=Q36HYD-cF1o,https://www.youtube.com/watch?v=Q36HYD-cF1o,text/html; charset=utf-8,200,OK,Indexable,,Nancy Pelosi speaks on coronavirus bill - YouTube,49,442,House Speaker Nancy Pelosi holds her weekly press conference. This takes place after President Trump halts travel from Europe to the U.S. for 30 days. #FoxNe...,160,1026,,0,This video is unavailable.,26,Nancy Pelosi speaks on coronavirus bill,39,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=Q36HYD-cF1o,,,,,317438,867,1.8565542,0,,0,0,0,73,51,8,5,ce1aae6e52975f7c521f03d81c4f0f60,0.098,,,,https://www.youtube.com/watch?v=Q36HYD-cF1o
McCarthy: House Democrats' coronavirus bill comes up short,https://www.youtube.com/watch?v=v_k_3z29LCM,https://www.youtube.com/watch?v=v_k_3z29LCM,text/html; charset=utf-8,200,OK,Indexable,,McCarthy: House Democrats' coronavirus bill comes up short - YouTube,68,632,The House GOP Leader holds his weekly press conference. This takes place after President Trump halted travel from Europe to the U.S. for 30 days. FOX News op...,160,1040,"Fox News Channel, FNC, Fox News, News, Latest News, Top stories, live stream, live, fox, fox business live, live video, live updates, fox live stream, house,...",160,This video is unavailable.,26,McCarthy: House Democrats' coronavirus bill comes up short,58,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=v_k_3z29LCM,,,,,317282,860,1.8352268,0,,0,0,0,71,50,8,5,c8d81799bb45f3934b091477b2b22340,0.104,,,,https://www.youtube.com/watch?v=v_k_3z29LCM
Judge Napolitano to Trump: Veto the bipartisan FISA renewal bill,https://www.youtube.com/watch?v=plNjkVPAMuQ,https://www.youtube.com/watch?v=plNjkVPAMuQ,text/html; charset=utf-8,200,OK,Indexable,,Judge Napolitano to Trump: Veto the bipartisan FISA renewal bill - YouTube,74,665,"The House's FISA reauthorization and reform bill doesn't change anything and violates the Constitution, Fox News senior judicial analyst Judge Andrew Napolit...",160,1006,"fox news, fox news channel, fox, news, fox and friends, fox & friends, steve doocy, brian kilmeade, ainsley earhardt, judge napolitano, napolitano, andrew na...",160,This video is unavailable.,26,Judge Napolitano to Trump: Veto the bipartisan FISA renewal bill,64,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=plNjkVPAMuQ,,,,,314944,869,1.8666006,0,,0,0,0,73,51,8,5,dc24f28c1c4deaf901753f0450447864,0.091,,,,https://www.youtube.com/watch?v=plNjkVPAMuQ
Pence joins 'Fox & Friends' to detail Trump's Europe travel ban,https://www.youtube.com/watch?v=AcwCz77_be0,https://www.youtube.com/watch?v=AcwCz77_be0,text/html; charset=utf-8,200,OK,Indexable,,Pence joins 'Fox & Friends' to detail Trump's Europe travel ban - YouTube,73,647,Vice President Mike Pence says there will be thousands more US cases but majority won't be serious. Pence discusses what's being done to prevent community sp...,160,1034,"fox news, fox news channel, fox, news, fox and friends, fox & friends, steve doocy, brian kilmeade, ainsley earhardt, trump europe, europe travel, europe tra...",160,This video is unavailable.,26,Pence joins 'Fox & Friends' to detail Trump's Europe travel ban,63,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=AcwCz77_be0,,,,,330646,890,1.8170323,0,,0,0,0,73,51,8,5,2c45665d731f5d0f6506043d043818e7,0.094,,,,https://www.youtube.com/watch?v=AcwCz77_be0
Kevin McCarthy praises Trump's leadership in face of coronavirus,https://www.youtube.com/watch?v=I4qcsx8O3Y8,https://www.youtube.com/watch?v=I4qcsx8O3Y8,text/html; charset=utf-8,200,OK,Indexable,,Kevin McCarthy praises Trump's leadership in face of coronavirus - YouTube,74,671,Trump announces new economic aid measures to combat coronavirus impact; House Minority Leader Kevin McCarthy weighs in. #FoxNews FOX News operates the FOX Ne...,160,1091,"health, mccarthy, kevin mccarthy, rep kevin mccarthy, house minority leader, GOP, GOP leader, house republican leader, house republicans, house GOP, hannity,...",160,This video is unavailable.,26,Kevin McCarthy praises Trump's leadership in face of coronavirus,64,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=I4qcsx8O3Y8,,,,,323828,847,1.786001,0,,0,0,0,73,51,8,5,4acc47fae1caabc1d8ae376306a2cf2a,0.084,,,,https://www.youtube.com/watch?v=I4qcsx8O3Y8
John Yoo reacts to Trump halting travel from Europe to US for 30 days,https://www.youtube.com/watch?v=h9UhV8C6afA,https://www.youtube.com/watch?v=h9UhV8C6afA,text/html; charset=utf-8,200,OK,Indexable,,John Yoo reacts to Trump halting travel from Europe to US for 30 days - YouTube,79,719,"Reaction and analysis from former deputy assistant attorney general John Yoo. #FoxNews FOX News operates the FOX News Channel (FNC), FOX Business Network (FB...",160,1077,"politics, fox news @ night, personality, health|infectious_disease, health|infectious_disease|coronavirus, primary_health, health, personality|shannon_bream,...",160,This video is unavailable.,26,John Yoo reacts to Trump halting travel from Europe to US for 30 days,69,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=h9UhV8C6afA,,,,,321547,841,1.7852756,0,,0,0,0,73,51,8,5,648d21d17a99bfc37e7115271d2f49d0,0.094,,,,https://www.youtube.com/watch?v=h9UhV8C6afA
Ingraham: Contain the virus but protect our freedom,https://www.youtube.com/watch?v=Qyq250tGwUo,https://www.youtube.com/watch?v=Qyq250tGwUo,text/html; charset=utf-8,200,OK,Indexable,,Ingraham: Contain the virus but protect our freedom - YouTube,61,551,"President Trump calming the nation's fear over coronavirus. #FoxNews #IngrahamAngle FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN),...",160,1081,"Coronavirus, school closure, coronavirus fears, trump addresses the nation, trump addresses the public oval office, fnc, fox news, fox news channel, fox news...",160,This video is unavailable.,26,Ingraham: Contain the virus but protect our freedom,51,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=Qyq250tGwUo,,,,,326343,844,1.7706275,0,,0,0,0,75,52,8,5,b057d6e977b95a381cb39c351959af5f,0.086,,,,https://www.youtube.com/watch?v=Qyq250tGwUo
Graham praises Trump: He's doing everything to stop spread of the virus,https://www.youtube.com/watch?v=s9PExfAABUY,https://www.youtube.com/watch?v=s9PExfAABUY,text/html; charset=utf-8,200,OK,Indexable,,Graham praises Trump: He's doing everything to stop spread of the virus - YouTube,81,735,"Senator Lindsey Graham, R-SC, reacts to President Trump's response to the coronavirus pandemic. #FoxNews #Hannity FOX News operates the FOX News Channel (FNC...",160,1087,"Trump, Lindsey Graham, Graham, Senator Lindsey Graham, Lindsey Graham reacts to Trump's address, coronavirus outbreak, center for disease control, fnc, fox n...",160,This video is unavailable.,26,Graham praises Trump: He's doing everything to stop spread of the virus,71,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=s9PExfAABUY,,,,,325979,836,1.7623037,0,,0,0,0,75,52,8,5,9cd1a4a02b140c7040077a696199c0da,0.095,,,,https://www.youtube.com/watch?v=s9PExfAABUY
Hannity: Coronavirus doesn't discriminate based on political affiliation,https://www.youtube.com/watch?v=laJ0dWc99Lc,https://www.youtube.com/watch?v=laJ0dWc99Lc,text/html; charset=utf-8,200,OK,Indexable,,Hannity: Coronavirus doesn't discriminate based on political affiliation - YouTube,82,698,"World Health Organization declares coronavirus a pandemic as spread continues. #FoxNews #Hannity FOX News operates the FOX News Channel (FNC), FOX Business N...",160,1084,"Hannity, Sean Hannity Tonight, Hannity Tonight, Sean Hannity monologue, sean hannity monologue tonight, hannity monologue, hannity monologue tonight, sean ha...",160,This video is unavailable.,26,Hannity: Coronavirus doesn't discriminate based on political affiliation,72,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=laJ0dWc99Lc,,,,,321959,865,1.8403401,0,,0,0,0,75,52,8,5,13e56c6c4ea5bbeeaa314a15f500d10c,0.099,,,,https://www.youtube.com/watch?v=laJ0dWc99Lc
"Tom Hanks, Rita Wilson test positive for coronavirus",https://www.youtube.com/watch?v=XKQhhpc1VFQ,https://www.youtube.com/watch?v=XKQhhpc1VFQ,text/html; charset=utf-8,200,OK,Indexable,,"Tom Hanks, Rita Wilson test positive for coronavirus - YouTube",62,555,Tom Hanks and wife Rita Wilson test positive for the virus; NBA postpones season: Trace Gallagher reports. #FoxNews FOX News operates the FOX News Channel (F...,160,1056,"Tom Hanks, Tom Hanks coronavirus, Tom Hanks Rita Wilson, Rita Wilson, hanks, Rita Wilson Coronavirus, Tom Hanks positive coronavirus, positive coronavirus, b...",160,This video is unavailable.,26,"Tom Hanks, Rita Wilson test positive for coronavirus",52,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=XKQhhpc1VFQ,,,,,327437,874,1.8026603,0,,0,0,0,73,51,8,5,1bace56ee792dc4e21b08afe9b6a03da,0.091,,,,https://www.youtube.com/watch?v=XKQhhpc1VFQ
Trump: We will suspend travel from Europe to US for the next 30 days,https://www.youtube.com/watch?v=dcsZjfs2cB4,https://www.youtube.com/watch?v=dcsZjfs2cB4,text/html; charset=utf-8,200,OK,Indexable,,Trump: We will suspend travel from Europe to US for the next 30 days - YouTube,78,713,"President Trump addresses the nation from Oval Office calling on Congress for an increase in budget, pay roll tax relief, and a 30-day travel ban Europe. FOX...",160,1007,"fnc, fox news, fox news channel, fox news media, fox news network, trump oval office address, President trump oval office address, president trump addresses ...",160,This video is unavailable.,26,Trump: We will suspend travel from Europe to US for the next 30 days,68,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=dcsZjfs2cB4,,,,,314681,905,1.91416,0,,0,0,0,71,50,8,5,1cc96e919ee2e79731c7c996912c0336,0.096,,,,https://www.youtube.com/watch?v=dcsZjfs2cB4
Tucker: Democratic establishment thrilled with Biden's surge,https://www.youtube.com/watch?v=nTZ0ggKY69I,https://www.youtube.com/watch?v=nTZ0ggKY69I,text/html; charset=utf-8,200,OK,Indexable,,Tucker: Democratic establishment thrilled with Biden's surge - YouTube,70,624,"Biden's gaffes could be the only thing standing in DNC's way. #FoxNews #Tucker FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX ...",160,1073,"Tucker Carlson, Tucker Monologue, Carlson, Tucker, Tucker Carlson Monologue, Tucker Tonight, Tucker Carlson Monologue Tonight, Tucker Monologue Tonight, demo...",160,This video is unavailable.,26,Tucker: Democratic establishment thrilled with Biden's surge,60,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=nTZ0ggKY69I,,,,,329177,830,1.7215135,0,,4,2,0.4,75,52,8,5,9b274707a8be45c9cd75101a3444c731,0.125,,,,https://www.youtube.com/watch?v=nTZ0ggKY69I
Rep. Collins urges people to follow coronavirus protocol: Don't panic,https://www.youtube.com/watch?v=nc4_TuXaA74,https://www.youtube.com/watch?v=nc4_TuXaA74,text/html; charset=utf-8,200,OK,Indexable,,Rep. Collins urges people to follow coronavirus protocol: Don't panic - YouTube,79,695,"Rep. Doug Collins, R-GA, shares an update on his self-quarantine and what's being done to combat coronavirus. #FoxNews FOX News operates the FOX News Channel...",160,1070,"Doug Collins, The Story, The Story Martha McCallum, CPAC, Collins, Doug Collins CPAC, fnc, fox news, fox news channel, fox news media, fox news network, stoc...",160,This video is unavailable.,26,Rep. Collins urges people to follow coronavirus protocol: Don't panic,69,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=nc4_TuXaA74,,,,,318276,843,1.7990788,0,,0,0,0,73,51,8,5,bfd661f37c2e0ea73505743a9e806d44,0.104,,,,https://www.youtube.com/watch?v=nc4_TuXaA74
Two Americans killed by rocket strike in Iraq,https://www.youtube.com/watch?v=9U3R7wXb2LA,https://www.youtube.com/watch?v=9U3R7wXb2LA,text/html; charset=utf-8,200,OK,Indexable,,Two Americans killed by rocket strike in Iraq - YouTube,55,487,"A senior U.S. military source tells Fox News the American service members were killed when 15 rockets struck Camp Taji Military Base, 30 miles north of Baghd...",160,1009,"special report, Bret Baeir, Iraq, iraq rocket strike, american casualties, US military, Camp Taji, marines, United States Marine, United States Marines Iraq ...",160,This video is unavailable.,26,Two Americans killed by rocket strike in Iraq,45,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=9U3R7wXb2LA,,,,,322987,873,1.8355725,0,,0,0,0,73,51,8,5,53cd7411af3445d027fbd40429da3a6f,0.107,,,,https://www.youtube.com/watch?v=9U3R7wXb2LA
Gutfeld on Biden and Bernie,https://www.youtube.com/watch?v=t8cWNC1k0LY,https://www.youtube.com/watch?v=t8cWNC1k0LY,text/html; charset=utf-8,200,OK,Indexable,,Gutfeld on Biden and Bernie - YouTube,37,344,"Bernie Sanders sinks, Joe Biden swims in Midwest primaries. #FoxNews #TheFive FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), FOX N...",160,1086,"Greg Gutfeld, Gutfeld, Gutfeld Monologue, Greg Gutfeld Monologue Tonight, The Five Greg Gutfeld, Greg Gutfeld reacts, gutfeld reacts to biden, joe biden, ber...",160,This video is unavailable.,26,Gutfeld on Biden and Bernie,27,Transcript,10,,0,,,,https://www.youtube.com/watch?v=t8cWNC1k0LY,,,,,318911,798,1.7025907,0,,12,6,1.2,75,52,8,5,f40971bab94581aa1b0367436f7e8671,0.092,,,,https://www.youtube.com/watch?v=t8cWNC1k0LY
Social distancing and how it can ignite xenophobia: Psychotherapist,https://www.youtube.com/watch?v=-5oQPia8xmw,https://www.youtube.com/watch?v=-5oQPia8xmw,text/html; charset=utf-8,200,OK,Indexable,,Social distancing and how it can ignite xenophobia: Psychotherapist - YouTube,77,686,"Psychotherapist Dr. Robi Ludwig explains how heightened fear and anxiety due to the coronavirus pandemic will affect the population, including the possibilit...",160,993,"Coronavirus, Covid-19, Coronavirus implications, subway riding, health, fox news health, xenaphobia, coronavirus xenophobia, fnc, fox news, fox news channel,...",160,This video is unavailable.,26,Social distancing and how it can ignite xenophobia: Psychotherapist,67,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=-5oQPia8xmw,,,,,320976,864,1.8420659,0,,0,0,0,73,51,8,5,ed7a5519a0546890ca9e747fb881ffda,0.088,,,,https://www.youtube.com/watch?v=-5oQPia8xmw
New Rochelle mayor on city's one-mile coronavirus 'containment area',https://www.youtube.com/watch?v=jpSHSKaAWX0,https://www.youtube.com/watch?v=jpSHSKaAWX0,text/html; charset=utf-8,200,OK,Indexable,,New Rochelle mayor on city's one-mile coronavirus 'containment area' - YouTube,78,707,"New Rochelle, New York is not being militarized, says Mayor Noam Bramson. #FoxNews FOX News operates the FOX News Channel (FNC), FOX Business Network (FBN), ...",160,1080,"health, new rochelle, new rochelle new york, new york, new york new rochelle, fox news, fox news channel, bill hemmer, bill hemmer reports, bill hemmer fox n...",160,This video is unavailable.,26,New Rochelle mayor on city's one-mile coronavirus 'containment area',68,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=jpSHSKaAWX0,,,,,316880,864,1.8520974,0,,0,0,0,73,51,8,5,b86b080305f34d89f7bf536067c5fcda,0.095,,,,https://www.youtube.com/watch?v=jpSHSKaAWX0
Dr. Fauci on coronavirus in the US: It's going to get worse,https://www.youtube.com/watch?v=05_0zMCTXe0,https://www.youtube.com/watch?v=05_0zMCTXe0,text/html; charset=utf-8,200,OK,Indexable,,Dr. Fauci on coronavirus in the US: It's going to get worse - YouTube,69,604,Raw video: Coronavirus task force member Dr. Anthony Fauci testifies at the House Committee on Oversight and Reform hearing on preparedness and response to C...,160,1056,"fox news, fox news channel, fox, news, dr fauci, Dr. Anthony Fauci, corona, virus, coronavirus task force, task force, pence task force, doctors, house overs...",160,This video is unavailable.,26,Dr. Fauci on coronavirus in the US: It's going to get worse,59,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=05_0zMCTXe0,,,,,324515,887,1.842132,0,,0,0,0,73,51,8,5,18224789706024c82ab5af555fdaae0,0.107,,,,https://www.youtube.com/watch?v=05_0zMCTXe0
Bernie Sanders to press on with campaign despite losses to Biden,https://www.youtube.com/watch?v=6nRPqw-XeTM,https://www.youtube.com/watch?v=6nRPqw-XeTM,text/html; charset=utf-8,200,OK,Indexable,,Bernie Sanders to press on with campaign despite losses to Biden - YouTube,74,679,"Sen. Sanders delivers remarks to the media following Tuesday night's primaries, caucuses. #FoxNews FOX News operates the FOX News Channel (FNC), FOX Business...",160,1070,"bernie sanders, democratic party, joe biden, fox news channel, fox news, presidential election, democratic primary, 2020 candidates, democratic candidates, p...",160,This video is unavailable.,26,Bernie Sanders to press on with campaign despite losses to Biden,64,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=6nRPqw-XeTM,,,,,314279,846,1.837855,0,,0,0,0,73,51,8,5,e053f447646e0490a16196dd3836f003,0.093,,,,https://www.youtube.com/watch?v=6nRPqw-XeTM
WHO declares coronavirus outbreak a pandemic,https://www.youtube.com/watch?v=d1eEWihvwpQ,https://www.youtube.com/watch?v=d1eEWihvwpQ,text/html; charset=utf-8,200,OK,Indexable,,WHO declares coronavirus outbreak a pandemic - YouTube,54,523,World Health Organization officially designates COVID-19 a pandemic as number of cases outside China has increased 13-fold in two weeks. #FoxNews FOX News op...,160,1053,"fox news alert, breaking news, fox, news, fox news channel, corona, corona virus, virus, coronavirus, pandemic, WHO, world health, world health organization,...",160,This video is unavailable.,26,WHO declares coronavirus outbreak a pandemic,44,YouTube Premium,15,Transcript,10,,,,https://www.youtube.com/watch?v=d1eEWihvwpQ,,,,,322168,895,1.8878057,0,,0,0,0,73,51,8,5,e6647df27d868ce1f8f8e4a41a03765c,0.096,,,,https://www.youtube.com/watch?v=d1eEWihvwpQ
